"price","nom","km","year","fuel","power","phone","city","cp","type","url","marque","site","ref","dateScrap"
15000,,62800,2010,,136,,"Kortemark","8610",,"http://fr.ww3.autoscout24.be/classified/297404469?asrc=st|as","Ford","Autoscout24","AS_297404469","2016-10-06T20:03:33.958Z"
26000,,38847,2013,,136,,"Verviers","4800",,"http://fr.ww3.autoscout24.be/classified/297404451?asrc=st|as","BMW","Autoscout24","AS_297404451","2016-10-06T20:03:43.957Z"
19500,,78500,2010,,231,,"Bruxelles","1030",,"http://fr.ww3.autoscout24.be/classified/297406662?asrc=st|as","Mercedes-Benz","Autoscout24","AS_297406662","2016-10-06T19:59:45.430Z"
5200,,17000,2011,,68,,"ekeren","2180",,"http://fr.ww3.autoscout24.be/classified/297406511?asrc=st|as","Peugeot","Autoscout24","AS_297406511","2016-10-06T19:59:54.930Z"
19500,,23000,2016,,116,,"Estinnes","7120",,"http://fr.ww3.autoscout24.be/classified/297406265?asrc=st|as","Kia","Autoscout24","AS_297406265","2016-10-06T20:00:04.990Z"
18950,,42500,2012,,116,,"Schoten","2900",,"http://fr.ww3.autoscout24.be/classified/297406193?asrc=st|as","MINI","Autoscout24","AS_297406193","2016-10-06T20:00:15.533Z"
16700,,30600,2015,,131,,"Tarcienne","5651",,"http://fr.ww3.autoscout24.be/classified/297406156?asrc=st|as","Renault","Autoscout24","AS_297406156","2016-10-06T20:00:26.397Z"
21000,,41000,2013,,110,,"Achêne","5590",,"http://fr.ww3.autoscout24.be/classified/297406684?asrc=st|as","Volkswagen","Autoscout24","AS_297406684","2016-10-06T20:02:13.965Z"
7999,,68000,2011,,75,,"West-Vlaanderen","8750",,"http://fr.ww3.autoscout24.be/classified/297405702?asrc=st|as","Volkswagen","Autoscout24","AS_297405702","2016-10-06T20:02:24.234Z"
16000,,92000,2011,,197,,"Deurne","2100",,"http://fr.ww3.autoscout24.be/classified/297405671?asrc=st|as","Hyundai","Autoscout24","AS_297405671","2016-10-06T20:02:34.387Z"
28500,,80000,2012,,184,,"Beveren","9120",,"http://fr.ww3.autoscout24.be/classified/297405609?asrc=st|as","BMW","Autoscout24","AS_297405609","2016-10-06T20:02:43.953Z"
16500,,24000,2015,,116,,"Herstal","4041",,"http://fr.ww3.autoscout24.be/classified/297405536?asrc=st|as","Opel","Autoscout24","AS_297405536","2016-10-06T20:02:54.671Z"
16000,,52500,2013,,135,,"Mariakerke","9030",,"http://fr.ww3.autoscout24.be/classified/297405517?asrc=st|as","Kia","Autoscout24","AS_297405517","2016-10-06T20:03:03.880Z"
64500,,54000,2014,,551,,"Alken","3570",,"http://fr.ww3.autoscout24.be/classified/297405497?asrc=st|as","Jaguar","Autoscout24","AS_297405497","2016-10-06T20:03:14.026Z"
19500,,9487,2015,,116,,"Otegem","8553",,"http://fr.ww3.autoscout24.be/classified/297405073?asrc=st|as","Peugeot","Autoscout24","AS_297405073","2016-10-06T20:03:24.456Z"
15000,,62800,2010,,136,,"Kortemark","8610",,"http://fr.ww3.autoscout24.be/classified/297404469?asrc=st|as","Ford","Autoscout24","AS_297404469","2016-10-06T20:03:33.958Z"
26000,,38847,2013,,136,,"Verviers","4800",,"http://fr.ww3.autoscout24.be/classified/297404451?asrc=st|as","BMW","Autoscout24","AS_297404451","2016-10-06T20:03:43.957Z"
5450,"Kia, Rio Hatchback",41000,,,,,"Eppegem",1980,,"http://www.kapaza.be/fr/kia/kia-rio-1-4-benzine-met-41000km-en-airco-112463010.htm","Kia","Kapaza","KA_112463010","2016-10-06T20:48:26.474Z"
5450,"Kia, Rio Hatchback",41000,,,,,"Eppegem",1980,,"http://www.kapaza.be/fr/kia/kia-rio-1-4-benzine-met-41000km-en-airco-112463010.htm","Kia","Kapaza","KA_112463010","2016-10-06T20:48:26.509Z"
15000,"Ford, Focus Dsl",40000,,,,,"Bilzen",3740,,"http://www.kapaza.be/fr/ford/ford-focus-1-6tdci-titanium-st-look-112463061.htm","Ford","Kapaza","KA_112463061","2016-10-06T20:48:26.518Z"
15000,"Ford, Focus Dsl",40000,,,,,"Bilzen",3740,,"http://www.kapaza.be/fr/ford/ford-focus-1-6tdci-titanium-st-look-112463061.htm","Ford","Kapaza","KA_112463061","2016-10-06T20:48:26.529Z"
26500,"Mercedes-benz, Classe A (w176)",4600,"2016",,,,"Kermt",3510,,"http://www.kapaza.be/fr/mercedes-benz/mercedes-a180-112462763.htm","Mercedes-benz","Kapaza","KA_112462763","2016-10-06T20:48:26.540Z"
12300,"Volkswagen, Golf Vi Gti",57500,,,,,"Bruges",8000,,"http://www.kapaza.be/fr/volkswagen/vw-golf-vi---1-2-tsi-trendline-112460697.htm","Volkswagen","Kapaza","KA_112460697","2016-10-06T20:48:26.715Z"
12300,"Volkswagen, Golf Vi Gti",57500,,,,,"Bruges",8000,,"http://www.kapaza.be/fr/volkswagen/vw-golf-vi---1-2-tsi-trendline-112460697.htm","Volkswagen","Kapaza","KA_112460697","2016-10-06T20:48:26.732Z"
2900,"Citroen, Xsara Picasso",69120,"2009",,,,"Hasselt",3500,,"http://www.kapaza.be/fr/citroen/xsara-picasso-112460765.htm","Citroen","Kapaza","KA_112460765","2016-10-06T20:48:26.809Z"
2900,"Citroen, Xsara Picasso",69120,"2009",,,,"Hasselt",3500,,"http://www.kapaza.be/fr/citroen/xsara-picasso-112460765.htm","Citroen","Kapaza","KA_112460765","2016-10-06T20:48:26.870Z"
7500,"Kia, Venga Dsl",117000,"2011",,,,"Lebbeke",9280,,"http://www.kapaza.be/fr/kia/kia-venga-1-4-crdi-fusion-isg-ecodynamics-12-m-ga-112460777.htm","Kia","Kapaza","KA_112460777","2016-10-06T20:48:26.883Z"
7500,"Kia, Venga Dsl",117000,"2011",,,,"Lebbeke",9280,,"http://www.kapaza.be/fr/kia/kia-venga-1-4-crdi-fusion-isg-ecodynamics-12-m-ga-112460777.htm","Kia","Kapaza","KA_112460777","2016-10-06T20:48:26.977Z"
8800,"Citroen, Grand C4 Picasso Dsl",110000,,,,,"Putte",2580,,"http://www.kapaza.be/fr/citroen/citroen-c4-grand-picasso-2012-7-plaatsen-110000-km-112460810.htm","Citroen","Kapaza","KA_112460810","2016-10-06T20:48:26.996Z"
8800,"Citroen, Grand C4 Picasso Dsl",110000,,,,,"Putte",2580,,"http://www.kapaza.be/fr/citroen/citroen-c4-grand-picasso-2012-7-plaatsen-110000-km-112460810.htm","Citroen","Kapaza","KA_112460810","2016-10-06T20:48:27.064Z"
35000,"Bmw, X3 Dsl (f25)",91000,,,,,"Peer",3990,,"http://www.kapaza.be/fr/bmw/bmw-x3--2-0d-aut--leder-navi-xenon-garantie-112460998.htm","Bmw","Kapaza","KA_112460998","2016-10-06T20:48:27.139Z"
35000,"Bmw, X3 Dsl (f25)",91000,,,,,"Peer",3990,,"http://www.kapaza.be/fr/bmw/bmw-x3--2-0d-aut--leder-navi-xenon-garantie-112460998.htm","Bmw","Kapaza","KA_112460998","2016-10-06T20:48:27.155Z"
21000,"Bmw, 3 CoupÃ© Dsl (e92)",124000,,,,,"Westerlo",2260,,"http://www.kapaza.be/fr/bmw/bmw-320-coupe-112461015.htm","Bmw","Kapaza","KA_112461015","2016-10-06T20:48:27.292Z"
21000,"Bmw, 3 CoupÃ© Dsl (e92)",124000,,,,,"Westerlo",2260,,"http://www.kapaza.be/fr/bmw/bmw-320-coupe-112461015.htm","Bmw","Kapaza","KA_112461015","2016-10-06T20:48:27.310Z"
16000,"Hyundai, Santa Fe Dsl",92000,"2011",,,,"Deurne",2100,,"http://www.kapaza.be/fr/hyundai/hyundai-santa-fe-2-2-crdi-4wd-executive-dpf-112461133.htm","Hyundai","Kapaza","KA_112461133","2016-10-06T20:48:27.333Z"
16000,"Hyundai, Santa Fe Dsl",92000,"2011",,,,"Deurne",2100,,"http://www.kapaza.be/fr/hyundai/hyundai-santa-fe-2-2-crdi-4wd-executive-dpf-112461133.htm","Hyundai","Kapaza","KA_112461133","2016-10-06T20:48:27.347Z"
28500,"Audi, A6 Allroad Quattro Dsl",97500,"2012",,,,"Balen",2490,,"http://www.kapaza.be/fr/audi/audi-a6-avant-2-0-automaat--diesel-112461139.htm","Audi","Kapaza","KA_112461139","2016-10-06T20:48:27.382Z"
28500,"Audi, A6 Allroad Quattro Dsl",97500,"2012",,,,"Balen",2490,,"http://www.kapaza.be/fr/audi/audi-a6-avant-2-0-automaat--diesel-112461139.htm","Audi","Kapaza","KA_112461139","2016-10-06T20:48:27.400Z"
10990,"Mini, Mini Dsl (r56)",61000,,,,,"Aubel",4880,,"http://www.kapaza.be/fr/mini/mini-one-d-112461166.htm","Mini","Kapaza","KA_112461166","2016-10-06T20:48:27.432Z"
10990,"Mini, Mini Dsl (r56)",61000,,,,,"Aubel",4880,,"http://www.kapaza.be/fr/mini/mini-one-d-112461166.htm","Mini","Kapaza","KA_112461166","2016-10-06T20:48:27.450Z"
5950,"Mini, Mini Dsl (r56)",118000,,,,,"Anderlecht",1070,,"http://www.kapaza.be/fr/mini/mini-one-1-6-d-90ch--3p--2010-118-000km-112461206.htm","Mini","Kapaza","KA_112461206","2016-10-06T20:48:27.468Z"
5950,"Mini, Mini Dsl (r56)",118000,,,,,"Anderlecht",1070,,"http://www.kapaza.be/fr/mini/mini-one-1-6-d-90ch--3p--2010-118-000km-112461206.htm","Mini","Kapaza","KA_112461206","2016-10-06T20:48:27.529Z"
6900,"Citroen, Berlingo Break Xtr 2 Plc Dsl",93000,"2010",,,,"Villers-le-Bouillet",4530,,"http://www.kapaza.be/fr/citroen/berlingo-1-6-hdi-xtr-112461266.htm","Citroen","Kapaza","KA_112461266","2016-10-06T20:48:27.562Z"
7999,"Volkswagen, Polo Dsl",68000,,,,,"Wingene",8750,,"http://www.kapaza.be/fr/volkswagen/volkswagen-polo-1-2-trendline-112461239.htm","Volkswagen","Kapaza","KA_112461239","2016-10-06T20:48:27.587Z"
7999,"Volkswagen, Polo Dsl",68000,,,,,"Wingene",8750,,"http://www.kapaza.be/fr/volkswagen/volkswagen-polo-1-2-trendline-112461239.htm","Volkswagen","Kapaza","KA_112461239","2016-10-06T20:48:27.606Z"
6900,"Citroen, Berlingo Break Xtr 2 Plc Dsl",93000,"2010",,,,"Villers-le-Bouillet",4530,,"http://www.kapaza.be/fr/citroen/berlingo-1-6-hdi-xtr-112461266.htm","Citroen","Kapaza","KA_112461266","2016-10-06T20:48:27.631Z"
10500,"Opel, Astra Dsl",88500,"2012",,,,"Jehay",4540,,"http://www.kapaza.be/fr/opel/opel-astra-sedan-10-2012-88500km--etat-impeccable-111854063.htm","Opel","Kapaza","KA_111854063","2016-10-06T20:48:27.687Z"
11450,"BMW 316d - zwart - 17 inch velgen - comfort pack",90000,2010,"Diesel",,,"Beveren",,,"http://www.2ememain.be/autos/bmw/serie-3/bmw-316d-zwart-17-308906360.html?top_zoekertje=1","BMW",,"DM_308906360","2016-10-06T20:48:27.730Z"
10500,"Opel, Astra Dsl",88500,"2012",,,,"Jehay",4540,,"http://www.kapaza.be/fr/opel/opel-astra-sedan-10-2012-88500km--etat-impeccable-111854063.htm","Opel","Kapaza","KA_111854063","2016-10-06T20:48:27.745Z"
23499,"Bmw, 3 (e30) Cabriolet",122000,"2012",,,,"Genk",3600,,"http://www.kapaza.be/fr/bmw/bmw-325d-2012-exlcusive-112461339.htm","Bmw","Kapaza","KA_112461339","2016-10-06T20:48:27.760Z"
23499,"Bmw, 3 (e30) Cabriolet",122000,"2012",,,,"Genk",3600,,"http://www.kapaza.be/fr/bmw/bmw-325d-2012-exlcusive-112461339.htm","Bmw","Kapaza","KA_112461339","2016-10-06T20:48:27.771Z"
10000,"Volkswagen, Golf Vii Dsl",70,,,,,"Ostende",8400,,"http://www.kapaza.be/fr/volkswagen/golf-6-1-6-tdi-zeer-proper-1st-eigenaar-112461377.htm","Volkswagen","Kapaza","KA_112461377","2016-10-06T20:48:27.790Z"
15000,"Audi A3 1.6 TDi e Attraction Start/Stop DPF",120000,2011,"Diesel",,,"Maasmechelen Eisden",,,"http://www.2ememain.be/autos/audi/a3/audi-a3-1-6-tdi-e-312246462.html","Audi",,"DM_312246462","2016-10-06T20:48:27.813Z"
3800,"kia ceed 2010 -- export ou garagiste !!!!!!!",90000,2010,"Diesel",,,"Bruxelles",,,"http://www.2ememain.be/autos/kia/pro-cee-d/kia-ceed-2010-export-310655011.html?top_zoekertje=1","kia",,"DM_310655011","2016-10-06T20:48:27.833Z"
10000,"Volkswagen, Golf Vii Dsl",70,,,,,"Ostende",8400,,"http://www.kapaza.be/fr/volkswagen/golf-6-1-6-tdi-zeer-proper-1st-eigenaar-112461377.htm","Volkswagen","Kapaza","KA_112461377","2016-10-06T20:48:27.848Z"
25700,"Ford Focus ST te koop",20000,2015,"Essence",,,"Sint-Niklaas",,,"http://www.2ememain.be/autos/ford/focus/ford-focus-st-te-koop-312245842.html","Ford",,"DM_312245842","2016-10-06T20:48:27.869Z"
15500,"hyundai ix35 2014 à vendre",60000,2014,"Diesel",,,"Gembloux",,,"http://www.2ememain.be/autos/hyundai/ix35/hyundai-ix35-2014-%C3%A0-vendre-311661289.html?top_zoekertje=1","hyundai",,"DM_311661289","2016-10-06T20:48:27.890Z"
7000,"Opel, Astra Sports Tourer Dsl",140000,,,,,"Lichtervelde",8810,,"http://www.kapaza.be/fr/opel/uiterst-ruime-en-zuinig-opel-astra-tourer-1-3-112461414.htm","Opel","Kapaza","KA_112461414","2016-10-06T20:48:27.908Z"
7000,"Opel, Astra Sports Tourer Dsl",140000,,,,,"Lichtervelde",8810,,"http://www.kapaza.be/fr/opel/uiterst-ruime-en-zuinig-opel-astra-tourer-1-3-112461414.htm","Opel","Kapaza","KA_112461414","2016-10-06T20:48:27.918Z"
5300,"Hyundai, I20 Dsl",83000,,,,,"Dinant",5500,,"http://www.kapaza.be/fr/hyundai/hyundai-i20-1-4crdi-83000km-gps-carnet-112461491.htm","Hyundai","Kapaza","KA_112461491","2016-10-06T20:48:27.928Z"
5300,"Hyundai, I20 Dsl",83000,,,,,"Dinant",5500,,"http://www.kapaza.be/fr/hyundai/hyundai-i20-1-4crdi-83000km-gps-carnet-112461491.htm","Hyundai","Kapaza","KA_112461491","2016-10-06T20:48:27.940Z"
18950,"Mini, Mini Cabrio (r57)",42500,"2012",,,,"Schoten",2900,,"http://www.kapaza.be/fr/mini/mini-cooper-cabrio-112461732.htm","Mini","Kapaza","KA_112461732","2016-10-06T20:48:27.997Z"
13750,"Volkswagen, Crosstouran Dsl",132000,,,,,"Nijlen",2560,,"http://www.kapaza.be/fr/volkswagen/zeldzame-cross-touran-2-0-l-140-pk-7-zitplaatsen-112092394.htm","Volkswagen","Kapaza","KA_112092394","2016-10-06T20:48:28.037Z"
13750,"Volkswagen, Crosstouran Dsl",132000,,,,,"Nijlen",2560,,"http://www.kapaza.be/fr/volkswagen/zeldzame-cross-touran-2-0-l-140-pk-7-zitplaatsen-112092394.htm","Volkswagen","Kapaza","KA_112092394","2016-10-06T20:48:28.056Z"
18950,"Mini, Mini Cabrio (r57)",42500,"2012",,,,"Schoten",2900,,"http://www.kapaza.be/fr/mini/mini-cooper-cabrio-112461732.htm","Mini","Kapaza","KA_112461732","2016-10-06T20:48:28.074Z"
25900,"Audi, A7 Sportback",138000,"2012",,,,"Wilrijk",2610,,"http://www.kapaza.be/fr/audi/audi-a7-3-0-tdi-quattro-112461797.htm","Audi","Kapaza","KA_112461797","2016-10-06T20:48:28.092Z"
25900,"Audi, A7 Sportback",138000,"2012",,,,"Wilrijk",2610,,"http://www.kapaza.be/fr/audi/audi-a7-3-0-tdi-quattro-112461797.htm","Audi","Kapaza","KA_112461797","2016-10-06T20:48:28.114Z"
9800,"Occasion Audi A3",144000,2010,"Diesel","105 CH / 77 kW","http://gocar.be/imagetext/8/e5/8e57b837c15d9501342ca9d2d8b42514_2_vw.gif","Tontelange","6717","A3 ","http://gocar.be/fr/autovlan/voiture-occasion/Audi/A3/details-jkbmtra2?src=r","Audi","GoCar","GC_jkbmtra2","2016-10-06T21:01:07.007Z"
5450,"Kia, Rio Hatchback",41000,,,,,"Eppegem",1980,,"http://www.kapaza.be/fr/kia/kia-rio-1-4-benzine-met-41000km-en-airco-112463010.htm","Kia","Kapaza","KA_112463010","2016-10-06T21:01:07.314Z"
26500,"Mercedes-benz, Classe A (w176)",4600,"2016",,,,"Kermt",3510,,"http://www.kapaza.be/fr/mercedes-benz/mercedes-a180-112462763.htm","Mercedes-benz","Kapaza","KA_112462763","2016-10-06T21:01:07.333Z"
15000,"Ford, Focus Dsl",40000,,,,,"Bilzen",3740,,"http://www.kapaza.be/fr/ford/ford-focus-1-6tdci-titanium-st-look-112463061.htm","Ford","Kapaza","KA_112463061","2016-10-06T21:01:07.348Z"
5450,"Kia, Rio Hatchback",41000,,,,,"Eppegem",1980,,"http://www.kapaza.be/fr/kia/kia-rio-1-4-benzine-met-41000km-en-airco-112463010.htm","Kia","Kapaza","KA_112463010","2016-10-06T21:01:07.365Z"
15000,"Ford, Focus Dsl",40000,,,,,"Bilzen",3740,,"http://www.kapaza.be/fr/ford/ford-focus-1-6tdci-titanium-st-look-112463061.htm","Ford","Kapaza","KA_112463061","2016-10-06T21:01:07.456Z"
12300,"Volkswagen, Golf Vi Gti",57500,,,,,"Bruges",8000,,"http://www.kapaza.be/fr/volkswagen/vw-golf-vi---1-2-tsi-trendline-112460697.htm","Volkswagen","Kapaza","KA_112460697","2016-10-06T21:01:07.809Z"
2900,"Citroen, Xsara Picasso",69120,"2009",,,,"Hasselt",3500,,"http://www.kapaza.be/fr/citroen/xsara-picasso-112460765.htm","Citroen","Kapaza","KA_112460765","2016-10-06T21:01:07.881Z"
2900,"Citroen, Xsara Picasso",69120,"2009",,,,"Hasselt",3500,,"http://www.kapaza.be/fr/citroen/xsara-picasso-112460765.htm","Citroen","Kapaza","KA_112460765","2016-10-06T21:01:07.897Z"
20000,"Occasion Mercedes-Benz C 220D",74500,2010,"Diesel","170 CH / 125 kW","http://gocar.be/imagetext/1/3f/13fe2686815420f3ed19362879bb912f_2_vw.gif","Brasschaat","2930","C 220D ","http://gocar.be/fr/autovlan/voiture-occasion/Mercedes-Benz/C-220D/details-u7bmvjr3?src=r","Mercedes-Benz","GoCar","GC_u7bmvjr3","2016-10-06T21:01:07.915Z"
12000,"in perfecte staat qashqai 2.0 dCi executive  FULL OPTIONS",100000,2011,"Diesel",,,"Destelbergen Heusden",,,"http://www.2ememain.be/autos/nissan/qashqai/in-perfecte-staat-qashqai-2-0-311888494.html?top_zoekertje=1","in",,"DM_311888494","2016-10-06T21:01:07.938Z"
9800,"VW Polo trendline 1.2 - Full option - weinig KM",20000,2012,"Essence",,,"Sint-Niklaas",,,"http://www.2ememain.be/autos/volkswagen/polo/vw-polo-trendline-1-2-308032232.html?top_zoekertje=1","VW",,"DM_308032232","2016-10-06T21:01:07.966Z"
15000,"Audi A3 1.6 TDi e Attraction Start/Stop DPF",120000,2011,"Diesel",,,"Maasmechelen Eisden",,,"http://www.2ememain.be/autos/audi/a3/audi-a3-1-6-tdi-e-312246462.html","Audi",,"DM_312246462","2016-10-06T21:01:07.988Z"
7500,"Kia, Venga Dsl",117000,"2011",,,,"Lebbeke",9280,,"http://www.kapaza.be/fr/kia/kia-venga-1-4-crdi-fusion-isg-ecodynamics-12-m-ga-112460777.htm","Kia","Kapaza","KA_112460777","2016-10-06T21:01:08.000Z"
34000,"Occasion Audi A6 Allroad",93000,2013,"Diesel","204 CH / 150 kW","http://gocar.be/imagetext/a/9b/a9be7e2277895f5ce7fc17705ae461e5_2_vw.gif","Bruxelles","1080","A6 Allroad ","http://gocar.be/fr/autovlan/voiture-occasion/Audi/A6-Allroad/details-v3bmvb2z?src=r","Audi","GoCar","GC_v3bmvb2z","2016-10-06T21:01:08.019Z"
25700,"Ford Focus ST te koop",20000,2015,"Essence",,,"Sint-Niklaas",,,"http://www.2ememain.be/autos/ford/focus/ford-focus-st-te-koop-312245842.html","Ford",,"DM_312245842","2016-10-06T21:01:08.041Z"
12500,"Renault Grand Scénic Privilège 2.0 dci 150 pk automatic",60000,2012,"Diesel",,,"Temse",,,"http://www.2ememain.be/autos/renault/grand-scenic/renault-grand-sc%C3%A9nic-privil%C3%A8ge-2-0-310874060.html?top_zoekertje=1","Renault",,"DM_310874060","2016-10-06T21:01:08.067Z"
7500,"Kia, Venga Dsl",117000,"2011",,,,"Lebbeke",9280,,"http://www.kapaza.be/fr/kia/kia-venga-1-4-crdi-fusion-isg-ecodynamics-12-m-ga-112460777.htm","Kia","Kapaza","KA_112460777","2016-10-06T21:01:08.079Z"
7300,"Occasion Dacia logan 1.5 dci",20108,2015,"Diesel","90 CH / 66 kW","http://gocar.be/imagetext/0/3d/03d0afbbe3dd31eefcf72bc9f266737a_2_vw.gif","Sint-Niklaas","9100","logan 1.5 dci ","http://gocar.be/fr/autovlan/voiture-occasion/Dacia/logan-15-dci/details-jkbmvbcz?src=r","Dacia","GoCar","GC_jkbmvbcz","2016-10-06T21:01:08.102Z"
8800,"Citroen, Grand C4 Picasso Dsl",110000,,,,,"Putte",2580,,"http://www.kapaza.be/fr/citroen/citroen-c4-grand-picasso-2012-7-plaatsen-110000-km-112460810.htm","Citroen","Kapaza","KA_112460810","2016-10-06T21:01:08.120Z"
26500,"Occasion Nissan X-trail",9600,2015,"Diesel","177 CH / 130 kW","http://gocar.be/imagetext/f/35/f35893b386eeb5c9bf3cd067864a79bd_2_vw.gif","SHAPE BELGIQUE","7010","X-trail ","http://gocar.be/fr/autovlan/voiture-occasion/Nissan/X-trail/details-s1bmvdwh?src=r","Nissan","GoCar","GC_s1bmvdwh","2016-10-06T21:01:08.140Z"
9000,"Occasion Opel Meriva",25000,2011,"Essence","101 CH / 74 kW","http://gocar.be/imagetext/9/95/99517a37698541fde00a0f11ea73089d_2_vw.gif","vlierzele","9520","Meriva ","http://gocar.be/fr/autovlan/voiture-occasion/Opel/Meriva/details-wdbmvjph?src=r","Opel","GoCar","GC_wdbmvjph","2016-10-06T21:01:08.153Z"
8800,"Citroen, Grand C4 Picasso Dsl",110000,,,,,"Putte",2580,,"http://www.kapaza.be/fr/citroen/citroen-c4-grand-picasso-2012-7-plaatsen-110000-km-112460810.htm","Citroen","Kapaza","KA_112460810","2016-10-06T21:01:08.237Z"
5500,"Occasion Peugeot Bipper",83000,2011,"Diesel","75 CH / 55 kW","http://gocar.be/imagetext/7/9e/79e56de1ec83ee6ba97f13ec7db99f7c_2_vw.gif","Trazegnies","6183","Bipper ","http://gocar.be/fr/autovlan/voiture-occasion/Peugeot/Bipper/details-kjbmvllx?src=r","Peugeot","GoCar","GC_kjbmvllx","2016-10-06T21:01:08.251Z"
6580,"Occasion Opel Astra",99000,2011,"Diesel","110 CH / 81 kW","http://gocar.be/imagetext/e/37/e37773ee6be77f3746e7c57d50e10fa7_2_vw.gif","Bruxelles","1060","Astra ","http://gocar.be/fr/autovlan/voiture-occasion/Opel/Astra/details-u7bmu2ve?src=r","Opel","GoCar","GC_u7bmu2ve","2016-10-06T21:01:08.265Z"
35000,"Bmw, X3 Dsl (f25)",91000,,,,,"Peer",3990,,"http://www.kapaza.be/fr/bmw/bmw-x3--2-0d-aut--leder-navi-xenon-garantie-112460998.htm","Bmw","Kapaza","KA_112460998","2016-10-06T21:01:08.280Z"
14000,"Occasion VW Polo (New Cross Polo)",20000,2015,"Essence","75 CH / 55 kW","http://gocar.be/imagetext/c/3d/c3d490bd63c96b92982d72b274e00224_2_vw.gif","Tournai","7500","Polo (New Cross Polo) ","http://gocar.be/fr/autovlan/voiture-occasion/VW/Polo-New-Cross-Polo/details-wdbmtw2w?src=r","VW","GoCar","GC_wdbmtw2w","2016-10-06T21:01:08.298Z"
34000,"Occasion Audi A6 Allroad",93000,2013,"Diesel","209 CH / 154 kW","http://gocar.be/imagetext/a/9b/a9be7e2277895f5ce7fc17705ae461e5_2_vw.gif","Bruxelles","1080","A6 Allroad ","http://gocar.be/fr/autovlan/voiture-occasion/Audi/A6-Allroad/details-jkbmvb3e?src=r","Audi","GoCar","GC_jkbmvb3e","2016-10-06T21:01:08.354Z"
35000,"Bmw, X3 Dsl (f25)",91000,,,,,"Peer",3990,,"http://www.kapaza.be/fr/bmw/bmw-x3--2-0d-aut--leder-navi-xenon-garantie-112460998.htm","Bmw","Kapaza","KA_112460998","2016-10-06T21:01:08.391Z"
9000,"Occasion Opel Meriva",25000,2011,"Essence","101 CH / 74 kW","http://gocar.be/imagetext/9/95/99517a37698541fde00a0f11ea73089d_2_vw.gif","vlierzele","9520","Meriva ","http://gocar.be/fr/autovlan/voiture-occasion/Opel/Meriva/details-wdbmvjpy?src=r","Opel","GoCar","GC_wdbmvjpy","2016-10-06T21:01:08.412Z"
15000,"Occasion Renault clio",9000,2016,"Diesel","90 CH / 66 kW","http://gocar.be/imagetext/8/0a/80a9e9cbc1c6512211ba54d34d4f0c7b_2_vw.gif","bruxelles","1090","clio ","http://gocar.be/fr/autovlan/voiture-occasion/Renault/clio/details-t4bmvlfl?src=r","Renault","GoCar","GC_t4bmvlfl","2016-10-06T21:01:08.437Z"
6000,"Occasion Toyota yaris 1.4 D4D",103000,2009,"Diesel","90 CH / 66 kW","http://gocar.be/imagetext/2/60/2605b299152a785c551286c3c7bc0919_2_vw.gif","Brussel","1600","yaris 1.4 D4D ","http://gocar.be/fr/autovlan/voiture-occasion/Toyota/yaris-14-D4D/details-v3bmvb3c?src=r","Toyota","GoCar","GC_v3bmvb3c","2016-10-06T21:01:08.462Z"
16900,"Occasion Opel mokka",37055,2014,"Essence","116 CH / 85 kW","http://gocar.be/imagetext/e/8f/e8ff2e3d1c9525758f29cbea10e126a8_2_vw.gif","Bruxelles","1050","mokka ","http://gocar.be/fr/autovlan/voiture-occasion/Opel/mokka/details-v3bmv797?src=r","Opel","GoCar","GC_v3bmv797","2016-10-06T21:01:08.488Z"
21000,"Bmw, 3 CoupÃ© Dsl (e92)",124000,,,,,"Westerlo",2260,,"http://www.kapaza.be/fr/bmw/bmw-320-coupe-112461015.htm","Bmw","Kapaza","KA_112461015","2016-10-06T21:01:08.506Z"
21500,"Occasion BMW 320 d Touring Efficient Dynamics",112000,2012,"Diesel","184 CH / 135 kW","http://gocar.be/imagetext/5/c1/5c1ff82c7beb7d7b99e8b092066551f2_2_vw.gif","Laarne","9270","320 d Touring Efficient Dynamics ","http://gocar.be/fr/autovlan/voiture-occasion/BMW/320-d-Touring-Efficient-Dynamics/details-jkbmpsmc?src=r","BMW","GoCar","GC_jkbmpsmc","2016-10-06T21:01:08.527Z"
27900,"Occasion Volvo XC60 Summum D4 AWD",44000,2013,"Diesel","163 CH / 120 kW","http://gocar.be/imagetext/1/86/1864b2fc11128701efe8109b31e34e9f_2_vw.gif","Middelkerke","8430","XC60 Summum D4 AWD ","http://gocar.be/fr/autovlan/voiture-occasion/Volvo/XC60-Summum-D4-AWD/details-v3bmkmzz?src=r","Volvo","GoCar","GC_v3bmkmzz","2016-10-06T21:01:08.550Z"
8950,"Peugeot Partner 1.6D lichte vracht nieuwstaat!",50000,2012,"Diesel",,,"Balen",,,"http://www.2ememain.be/autos/peugeot/partner/peugeot-partner-1-6d-lichte-vracht-312239472.html","Peugeot",,"DM_312239472","2016-10-06T21:01:08.616Z"
21000,"Bmw, 3 CoupÃ© Dsl (e92)",124000,,,,,"Westerlo",2260,,"http://www.kapaza.be/fr/bmw/bmw-320-coupe-112461015.htm","Bmw","Kapaza","KA_112461015","2016-10-06T21:01:08.632Z"
