"price","nom","km","year","fuel","power","phone","city","cp","type","url","marque","site","ref","dateScrap"
20000,"Occasion BMW F10",15000,2010,"Diesel","150 CH / 110 kW","http://gocar.be/imagetext/c/0d/c0d4a1952b5256e9d8b5a317c01b17ad_2_vw.gif","Saint-Hubert","6870","F10 ","http://gocar.be/fr/autovlan/voiture-occasion/BMW/F10/details-jkbmvgfh?src=r","BMW","GoCar","GC_jkbmvgfh","2016-10-06T21:01:13.576Z"
21500,"Occasion Kia carens",31000,2015,"Diesel","116 CH / 85 kW","http://gocar.be/imagetext/9/da/9da30674e28465a1568e28b56f998def_2_vw.gif","beauvechain","1320","carens ","http://gocar.be/fr/autovlan/voiture-occasion/Kia/carens/details-t4bmvee8?src=r","Kia","GoCar","GC_t4bmvee8","2016-10-06T21:01:13.592Z"
12300,"Volkswagen, Golf Vi Gti",57500,,,,,"Bruges",8000,,"http://www.kapaza.be/fr/volkswagen/vw-golf-vi---1-2-tsi-trendline-112460697.htm","Volkswagen","Kapaza","KA_112460697","2016-10-06T21:01:13.627Z"
6000,"Occasion Ford fiesta",109962,2009,"Diesel","90 CH / 66 kW","http://gocar.be/imagetext/b/84/b84c75b22110b49a1db120772aa5447b_2_vw.gif","villers-poterie","6280","fiesta ","http://gocar.be/fr/autovlan/voiture-occasion/Ford/fiesta/details-mmbmwbxu?src=r","Ford","GoCar","GC_mmbmwbxu","2016-10-06T21:01:13.650Z"
18900,"Occasion VW Transporter T5",137000,2011,"Diesel","179 CH / 132 kW","http://gocar.be/imagetext/2/0c/20cd6da31d927937315b9aa2d080997b_2_vw.gif","Genk","3600","Transporter T5 ","http://gocar.be/fr/autovlan/voiture-occasion/VW/Transporter-T5/details-s1bmu4hd?src=r","VW","GoCar","GC_s1bmu4hd","2016-10-06T21:01:13.675Z"
20999,"Occasion Audi Audi A3 Audi A3 Sportback Attraction 1.6 Tdi Ultra",28600,2014,"Diesel","110 CH / 81 kW","http://gocar.be/imagetext/c/63/c63f9f916247eac2fc409d22df54d6b0_2_vw.gif","Antwerpen","2018","Audi A3 Audi A3 Sportback Attraction 1.6 Tdi Ultra ","http://gocar.be/fr/autovlan/voiture-occasion/Audi/Audi-A3-Audi-A3-Sportback-Attraction-16-Tdi-Ultra/details-p5bmv5d3?src=r","Audi","GoCar","GC_p5bmv5d3","2016-10-06T21:01:13.696Z"
11900,"Occasion Peugeot 3008 automatic 2.0 hdi full option",84000,2011,"Diesel","163 CH / 120 kW","http://gocar.be/imagetext/c/02/c02b325adbc07e179b9c1546cac3c379_2_vw.gif","sterrebeek","1933","3008 automatic 2.0 hdi full option ","http://gocar.be/fr/autovlan/voiture-occasion/Peugeot/3008-automatic-20-hdi-full-option/details-mmbmu2cr?src=r","Peugeot","GoCar","GC_mmbmu2cr","2016-10-06T21:01:13.720Z"
13900,"Occasion Hyundai i40 sw",70511,2014,"Diesel","116 CH / 85 kW","http://gocar.be/imagetext/4/2a/42afd3df88bff0cd5cbb176b943cb97d_2_vw.gif","Court-Saint-Etienne","1490","i40 sw ","http://gocar.be/fr/autovlan/voiture-occasion/Hyundai/i40-sw/details-t4bmwbvd?src=r","Hyundai","GoCar","GC_t4bmwbvd","2016-10-06T21:01:13.739Z"
28500,"Audi, A6 Allroad Quattro Dsl",97500,"2012",,,,"Balen",2490,,"http://www.kapaza.be/fr/audi/audi-a6-avant-2-0-automaat--diesel-112461139.htm","Audi","Kapaza","KA_112461139","2016-10-06T21:01:13.757Z"
16000,"Hyundai, Santa Fe Dsl",92000,"2011",,,,"Deurne",2100,,"http://www.kapaza.be/fr/hyundai/hyundai-santa-fe-2-2-crdi-4wd-executive-dpf-112461133.htm","Hyundai","Kapaza","KA_112461133","2016-10-06T21:01:13.770Z"
13000,"Occasion Mercedes-Benz B 180 CDI",77000,2011,"Diesel","148 CH / 109 kW","http://gocar.be/imagetext/c/4f/c4f619d6d8ad41c61a4c68403f801e33_2_vw.gif","Aalst","9300","B 180 CDI ","http://gocar.be/fr/autovlan/voiture-occasion/Mercedes-Benz/B-180-CDI/details-nqbmux7q?src=r","Mercedes-Benz","GoCar","GC_nqbmux7q","2016-10-06T21:01:13.784Z"
11500,"Occasion Citroen BERLINGO",8000,2015,"Diesel","90 CH / 66 kW","http://gocar.be/imagetext/7/f3/7f37a279e2f78d4f4424afe15828774a_2_vw.gif","NINOVE","9400","BERLINGO ","http://gocar.be/fr/autovlan/voiture-occasion/Citroen/BERLINGO/details-s1bmv7ps?src=r","Citroen","GoCar","GC_s1bmv7ps","2016-10-06T21:01:13.797Z"
29900,"Occasion Mercedes-Benz C 180 BLUETEC",2024,2015,"Diesel","116 CH / 85 kW","http://gocar.be/imagetext/7/98/798f386936e05178411ebbd5da952cc1_2_vw.gif","Eeklo","9900","C 180 BLUETEC ","http://gocar.be/fr/autovlan/voiture-occasion/Mercedes-Benz/C-180-BLUETEC/details-p5bmvdze?src=r","Mercedes-Benz","GoCar","GC_p5bmvdze","2016-10-06T21:01:13.812Z"
10000,"Occasion VW Caddy Van",66000,2011,"Diesel","102 CH / 75 kW","http://gocar.be/imagetext/b/fe/bfe5409fe57d09ca81d250c23f2a5099_2_vw.gif","Diegem","1831","Caddy Van ","http://gocar.be/fr/autovlan/voiture-occasion/VW/Caddy-Van/details-t4bmv72h?src=r","VW","GoCar","GC_t4bmv72h","2016-10-06T21:01:13.826Z"
7450,"Occasion Citroen C5",86000,2010,"Diesel","109 CH / 80 kW","http://gocar.be/imagetext/f/a4/fa487b111c9cafe9afd509ddcd74af32_2_vw.gif","quaregnon","7390","C5 ","http://gocar.be/fr/autovlan/voiture-occasion/Citroen/C5/details-nqbmven6?src=r","Citroen","GoCar","GC_nqbmven6","2016-10-06T21:01:13.838Z"
8300,"Occasion Peugeot 207CC",73000,2011,"Diesel","111 CH / 82 kW","http://gocar.be/imagetext/7/3e/73eb22deb3faed940123313091dbecc7_2_vw.gif","MARCINELLE","6001","207CC ","http://gocar.be/fr/autovlan/voiture-occasion/Peugeot/207CC/details-rxbmvd5k?src=r","Peugeot","GoCar","GC_rxbmvd5k","2016-10-06T21:01:13.850Z"
27500,"Occasion BMW 318d  Touring",35000,2013,"Diesel","143 CH / 105 kW","http://gocar.be/imagetext/d/80/d808bf94ee98d643b3ba456866f56444_2_vw.gif","Evergem","9940","318d  Touring ","http://gocar.be/fr/autovlan/voiture-occasion/BMW/318d-Touring/details-wdbmuxhz?src=r","BMW","GoCar","GC_wdbmuxhz","2016-10-06T21:01:13.865Z"
17150,"Occasion Mercedes-Benz C180",82500,2012,"Diesel","120 CH / 88 kW","http://gocar.be/imagetext/9/a8/9a803f93e22e83bba121d301cda31cb2_2_vw.gif","Assenede","9960","C180 ","http://gocar.be/fr/autovlan/voiture-occasion/Mercedes-Benz/C180/details-rxbmv924?src=r","Mercedes-Benz","GoCar","GC_rxbmv924","2016-10-06T21:01:13.882Z"
5300,"***Hyundai i20 1.4CRDI 83000km GPS carnet***",80000,2010,"Diesel",,,"Beauraing",,,"http://www.2ememain.be/autos/hyundai/i20/-hyundai-i20-1-4crdi-83000km-gps-312239493.html","***Hyundai",,"DM_312239493","2016-10-06T21:01:13.904Z"
18900,"Occasion Mercedes-Benz A180",52000,2015,"Diesel","147 CH / 108 kW","http://gocar.be/imagetext/2/e6/2e62589357ef58b6cd4c66ae8d8965e5_2_vw.gif","Huy","4500","A180 ","http://gocar.be/fr/autovlan/voiture-occasion/Mercedes-Benz/A180/details-p5bmux7m?src=r","Mercedes-Benz","GoCar","GC_p5bmux7m","2016-10-06T21:01:13.921Z"
10990,"Mini, Mini Dsl (r56)",61000,,,,,"Aubel",4880,,"http://www.kapaza.be/fr/mini/mini-one-d-112461166.htm","Mini","Kapaza","KA_112461166","2016-10-06T21:01:13.932Z"
12499,"Occasion MINI Clubman",84000,2013,"Diesel","111 CH / 82 kW","http://gocar.be/imagetext/e/bc/ebc80bfb99c8af39f6cf710ba112584f_2_vw.gif","Seneffe","7181","Clubman ","http://gocar.be/fr/autovlan/voiture-occasion/MINI/Clubman/details-kjbmwgd2?src=r","MINI","GoCar","GC_kjbmwgd2","2016-10-06T21:01:13.947Z"
4300,"Occasion Citroen C1",65000,2010,"Essence","68 CH / 50 kW","http://gocar.be/imagetext/b/a4/ba40bca19fa94fc53890f5e6f063c7f9_2_vw.gif","Mons","7000","C1 ","http://gocar.be/fr/autovlan/voiture-occasion/Citroen/C1/details-nqbmv3ku?src=r","Citroen","GoCar","GC_nqbmv3ku","2016-10-06T21:01:13.963Z"
28500,"Audi, A6 Allroad Quattro Dsl",97500,"2012",,,,"Balen",2490,,"http://www.kapaza.be/fr/audi/audi-a6-avant-2-0-automaat--diesel-112461139.htm","Audi","Kapaza","KA_112461139","2016-10-06T21:01:13.977Z"
10990,"Mini, Mini Dsl (r56)",61000,,,,,"Aubel",4880,,"http://www.kapaza.be/fr/mini/mini-one-d-112461166.htm","Mini","Kapaza","KA_112461166","2016-10-06T21:01:13.987Z"
16000,"Hyundai, Santa Fe Dsl",92000,"2011",,,,"Deurne",2100,,"http://www.kapaza.be/fr/hyundai/hyundai-santa-fe-2-2-crdi-4wd-executive-dpf-112461133.htm","Hyundai","Kapaza","KA_112461133","2016-10-06T21:01:14.001Z"
5950,"Mini, Mini Dsl (r56)",118000,,,,,"Anderlecht",1070,,"http://www.kapaza.be/fr/mini/mini-one-1-6-d-90ch--3p--2010-118-000km-112461206.htm","Mini","Kapaza","KA_112461206","2016-10-06T21:01:14.015Z"
5950,"Mini, Mini Dsl (r56)",118000,,,,,"Anderlecht",1070,,"http://www.kapaza.be/fr/mini/mini-one-1-6-d-90ch--3p--2010-118-000km-112461206.htm","Mini","Kapaza","KA_112461206","2016-10-06T21:01:14.039Z"
6900,"Citroen, Berlingo Break Xtr 2 Plc Dsl",93000,"2010",,,,"Villers-le-Bouillet",4530,,"http://www.kapaza.be/fr/citroen/berlingo-1-6-hdi-xtr-112461266.htm","Citroen","Kapaza","KA_112461266","2016-10-06T21:01:14.091Z"
7999,"Volkswagen, Polo Dsl",68000,,,,,"Wingene",8750,,"http://www.kapaza.be/fr/volkswagen/volkswagen-polo-1-2-trendline-112461239.htm","Volkswagen","Kapaza","KA_112461239","2016-10-06T21:01:14.111Z"
6900,"Citroen, Berlingo Break Xtr 2 Plc Dsl",93000,"2010",,,,"Villers-le-Bouillet",4530,,"http://www.kapaza.be/fr/citroen/berlingo-1-6-hdi-xtr-112461266.htm","Citroen","Kapaza","KA_112461266","2016-10-06T21:01:14.122Z"
6000,"Occasion Peugeot 308",100000,2010,"Diesel","90 CH / 66 kW","http://gocar.be/imagetext/b/ca/bca07e68f614db74b7e58bc4c52c59c4_2_vw.gif","liège","4000","308 ","http://gocar.be/fr/autovlan/voiture-occasion/Peugeot/308/details-p5bmv5u6?src=r","Peugeot","GoCar","GC_p5bmv5u6","2016-10-06T21:01:14.166Z"
10500,"Opel, Astra Dsl",88500,"2012",,,,"Jehay",4540,,"http://www.kapaza.be/fr/opel/opel-astra-sedan-10-2012-88500km--etat-impeccable-111854063.htm","Opel","Kapaza","KA_111854063","2016-10-06T21:01:14.240Z"
10500,"Opel, Astra Dsl",88500,"2012",,,,"Jehay",4540,,"http://www.kapaza.be/fr/opel/opel-astra-sedan-10-2012-88500km--etat-impeccable-111854063.htm","Opel","Kapaza","KA_111854063","2016-10-06T21:01:14.264Z"
23499,"Bmw, 3 (e30) Cabriolet",122000,"2012",,,,"Genk",3600,,"http://www.kapaza.be/fr/bmw/bmw-325d-2012-exlcusive-112461339.htm","Bmw","Kapaza","KA_112461339","2016-10-06T21:01:14.281Z"
23499,"Bmw, 3 (e30) Cabriolet",122000,"2012",,,,"Genk",3600,,"http://www.kapaza.be/fr/bmw/bmw-325d-2012-exlcusive-112461339.htm","Bmw","Kapaza","KA_112461339","2016-10-06T21:01:14.296Z"
25900,"Audi A7 3.0 tdi",120000,2012,"Diesel",,,"Antwerpen Wilrijk",,,"http://www.2ememain.be/autos/audi/a7/audi-a7-3-0-tdi-312240494.html","Audi",,"DM_312240494","2016-10-06T21:01:14.341Z"
6900,"Berlingo 1.6hdi xtr",90000,2010,"Diesel",,,"Villersle-Bouillet",,,"http://www.2ememain.be/autos/citro%C3%ABn/berlingo/berlingo-1-6hdi-xtr-312240656.html","Berlingo",,"DM_312240656","2016-10-06T21:01:14.361Z"
7000,"Opel, Astra Sports Tourer Dsl",140000,,,,,"Lichtervelde",8810,,"http://www.kapaza.be/fr/opel/uiterst-ruime-en-zuinig-opel-astra-tourer-1-3-112461414.htm","Opel","Kapaza","KA_112461414","2016-10-06T21:01:14.404Z"
10000,"Volkswagen, Golf Vii Dsl",70,,,,,"Ostende",8400,,"http://www.kapaza.be/fr/volkswagen/golf-6-1-6-tdi-zeer-proper-1st-eigenaar-112461377.htm","Volkswagen","Kapaza","KA_112461377","2016-10-06T21:01:14.415Z"
10000,"Volkswagen, Golf Vii Dsl",70,,,,,"Ostende",8400,,"http://www.kapaza.be/fr/volkswagen/golf-6-1-6-tdi-zeer-proper-1st-eigenaar-112461377.htm","Volkswagen","Kapaza","KA_112461377","2016-10-06T21:01:14.430Z"
7999,"Volkswagen, Polo Dsl",68000,,,,,"Wingene",8750,,"http://www.kapaza.be/fr/volkswagen/volkswagen-polo-1-2-trendline-112461239.htm","Volkswagen","Kapaza","KA_112461239","2016-10-06T21:01:14.441Z"
7000,"Opel, Astra Sports Tourer Dsl",140000,,,,,"Lichtervelde",8810,,"http://www.kapaza.be/fr/opel/uiterst-ruime-en-zuinig-opel-astra-tourer-1-3-112461414.htm","Opel","Kapaza","KA_112461414","2016-10-06T21:01:14.463Z"
5300,"Hyundai, I20 Dsl",83000,,,,,"Dinant",5500,,"http://www.kapaza.be/fr/hyundai/hyundai-i20-1-4crdi-83000km-gps-carnet-112461491.htm","Hyundai","Kapaza","KA_112461491","2016-10-06T21:01:14.524Z"
5300,"Hyundai, I20 Dsl",83000,,,,,"Dinant",5500,,"http://www.kapaza.be/fr/hyundai/hyundai-i20-1-4crdi-83000km-gps-carnet-112461491.htm","Hyundai","Kapaza","KA_112461491","2016-10-06T21:01:14.543Z"
13750,"Volkswagen, Crosstouran Dsl",132000,,,,,"Nijlen",2560,,"http://www.kapaza.be/fr/volkswagen/zeldzame-cross-touran-2-0-l-140-pk-7-zitplaatsen-112092394.htm","Volkswagen","Kapaza","KA_112092394","2016-10-06T21:01:14.564Z"
13750,"Volkswagen, Crosstouran Dsl",132000,,,,,"Nijlen",2560,,"http://www.kapaza.be/fr/volkswagen/zeldzame-cross-touran-2-0-l-140-pk-7-zitplaatsen-112092394.htm","Volkswagen","Kapaza","KA_112092394","2016-10-06T21:01:14.582Z"
18950,"Mini, Mini Cabrio (r57)",42500,"2012",,,,"Schoten",2900,,"http://www.kapaza.be/fr/mini/mini-cooper-cabrio-112461732.htm","Mini","Kapaza","KA_112461732","2016-10-06T21:01:14.639Z"
18950,"Mini, Mini Cabrio (r57)",42500,"2012",,,,"Schoten",2900,,"http://www.kapaza.be/fr/mini/mini-cooper-cabrio-112461732.htm","Mini","Kapaza","KA_112461732","2016-10-06T21:01:14.660Z"
10000,"Occasion VW Caddy Van",66000,2011,"Diesel","102 CH / 75 kW","http://gocar.be/imagetext/b/fe/bfe5409fe57d09ca81d250c23f2a5099_2_vw.gif","Diegem","1831","Caddy Van ","http://gocar.be/fr/autovlan/voiture-occasion/VW/Caddy-Van/details-t4bmv72h?src=r","VW","GoCar","GC_t4bmv72h","2016-10-06T21:02:57.880Z"
27900,"Occasion Volvo XC60 Summum D4 AWD",44000,2013,"Diesel","163 CH / 120 kW","http://gocar.be/imagetext/1/86/1864b2fc11128701efe8109b31e34e9f_2_vw.gif","Middelkerke","8430","XC60 Summum D4 AWD ","http://gocar.be/fr/autovlan/voiture-occasion/Volvo/XC60-Summum-D4-AWD/details-v3bmkmzz?src=r","Volvo","GoCar","GC_v3bmkmzz","2016-10-06T21:02:57.909Z"
6000,"Occasion Peugeot 308",100000,2010,"Diesel","90 CH / 66 kW","http://gocar.be/imagetext/b/ca/bca07e68f614db74b7e58bc4c52c59c4_2_vw.gif","liège","4000","308 ","http://gocar.be/fr/autovlan/voiture-occasion/Peugeot/308/details-p5bmv5u6?src=r","Peugeot","GoCar","GC_p5bmv5u6","2016-10-06T21:02:57.920Z"
21500,"Occasion BMW 320 d Touring Efficient Dynamics",112000,2012,"Diesel","184 CH / 135 kW","http://gocar.be/imagetext/5/c1/5c1ff82c7beb7d7b99e8b092066551f2_2_vw.gif","Laarne","9270","320 d Touring Efficient Dynamics ","http://gocar.be/fr/autovlan/voiture-occasion/BMW/320-d-Touring-Efficient-Dynamics/details-jkbmpsmc?src=r","BMW","GoCar","GC_jkbmpsmc","2016-10-06T21:02:57.931Z"
6200,,134000,"2009",,,,"Herent",3020,,"http://www.kapaza.be/fr/ford/ford-c-max-motor-1-8-diesel-mooie-staat-gekeurd-112463183.htm",,"Kapaza","KA_112463183","2016-10-06T21:02:58.022Z"
6200,,134000,"2009",,,,"Herent",3020,,"http://www.kapaza.be/fr/ford/ford-c-max-motor-1-8-diesel-mooie-staat-gekeurd-112463183.htm",,"Kapaza","KA_112463183","2016-10-06T21:02:58.038Z"
15000,"Audi, A3 Sportback Dsl",130000,,,,,"Maasmechelen",3630,,"http://www.kapaza.be/fr/audi/audi-a3-1-6-tdi-e-attraction-start-stop-dpf-112463241.htm","Audi","Kapaza","KA_112463241","2016-10-06T21:02:58.061Z"
15000,"Audi, A3 Sportback Dsl",130000,,,,,"Maasmechelen",3630,,"http://www.kapaza.be/fr/audi/audi-a3-1-6-tdi-e-attraction-start-stop-dpf-112463241.htm","Audi","Kapaza","KA_112463241","2016-10-06T21:02:58.072Z"
13999,"Audi, A4 Sw Dsl",116583,,,,,"Maasmechelen",3630,,"http://www.kapaza.be/fr/audi/audi-a4-2-0-tdi-e-start-stop-avant-112463178.htm","Audi","Kapaza","KA_112463178","2016-10-06T21:02:58.092Z"
5500,"Occasion Peugeot Bipper",83000,2011,"Diesel","75 CH / 55 kW","http://gocar.be/imagetext/7/9e/79e56de1ec83ee6ba97f13ec7db99f7c_2_vw.gif","Trazegnies","6183","Bipper ","http://gocar.be/fr/autovlan/voiture-occasion/Peugeot/Bipper/details-qbbmvlnt?src=r","Peugeot","GoCar","GC_qbbmvlnt","2016-10-06T21:02:58.106Z"
16900,"Occasion Opel mokka",37055,2014,"Essence","116 CH / 85 kW","http://gocar.be/imagetext/e/8f/e8ff2e3d1c9525758f29cbea10e126a8_2_vw.gif","Bruxelles","1050","mokka ","http://gocar.be/fr/autovlan/voiture-occasion/Opel/mokka/details-v3bmv797?src=r","Opel","GoCar","GC_v3bmv797","2016-10-06T21:02:58.141Z"
35000,"Bmw, X3 Dsl (f25)",91000,,,,,"Peer",3990,,"http://www.kapaza.be/fr/bmw/bmw-x3--2-0d-aut--leder-navi-xenon-garantie-112460998.htm","Bmw","Kapaza","KA_112460998","2016-10-06T21:02:58.489Z"
35000,"Bmw, X3 Dsl (f25)",91000,,,,,"Peer",3990,,"http://www.kapaza.be/fr/bmw/bmw-x3--2-0d-aut--leder-navi-xenon-garantie-112460998.htm","Bmw","Kapaza","KA_112460998","2016-10-06T21:02:58.507Z"
8800,"Citroen, Grand C4 Picasso Dsl",110000,,,,,"Putte",2580,,"http://www.kapaza.be/fr/citroen/citroen-c4-grand-picasso-2012-7-plaatsen-110000-km-112460810.htm","Citroen","Kapaza","KA_112460810","2016-10-06T21:02:58.522Z"
21000,"Bmw, 3 CoupÃ© Dsl (e92)",124000,,,,,"Westerlo",2260,,"http://www.kapaza.be/fr/bmw/bmw-320-coupe-112461015.htm","Bmw","Kapaza","KA_112461015","2016-10-06T21:02:58.799Z"
8800,"Citroen, Grand C4 Picasso Dsl",110000,,,,,"Putte",2580,,"http://www.kapaza.be/fr/citroen/citroen-c4-grand-picasso-2012-7-plaatsen-110000-km-112460810.htm","Citroen","Kapaza","KA_112460810","2016-10-06T21:02:58.854Z"
4300,"Occasion Citroen C1",65000,2010,"Essence","68 CH / 50 kW","http://gocar.be/imagetext/b/a4/ba40bca19fa94fc53890f5e6f063c7f9_2_vw.gif","Mons","7000","C1 ","http://gocar.be/fr/autovlan/voiture-occasion/Citroen/C1/details-nqbmv3ku?src=r","Citroen","GoCar","GC_nqbmv3ku","2016-10-06T21:02:58.905Z"
14000,"Occasion VW Polo (New Cross Polo)",20000,2015,"Essence","75 CH / 55 kW","http://gocar.be/imagetext/c/3d/c3d490bd63c96b92982d72b274e00224_2_vw.gif","Tournai","7500","Polo (New Cross Polo) ","http://gocar.be/fr/autovlan/voiture-occasion/VW/Polo-New-Cross-Polo/details-wdbmtw2w?src=r","VW","GoCar","GC_wdbmtw2w","2016-10-06T21:02:58.921Z"
11500,"Occasion Citroen BERLINGO",8000,2015,"Diesel","90 CH / 66 kW","http://gocar.be/imagetext/7/f3/7f37a279e2f78d4f4424afe15828774a_2_vw.gif","NINOVE","9400","BERLINGO ","http://gocar.be/fr/autovlan/voiture-occasion/Citroen/BERLINGO/details-s1bmv7ps?src=r","Citroen","GoCar","GC_s1bmv7ps","2016-10-06T21:02:58.980Z"
6580,"Occasion Opel Astra",99000,2011,"Diesel","110 CH / 81 kW","http://gocar.be/imagetext/e/37/e37773ee6be77f3746e7c57d50e10fa7_2_vw.gif","Bruxelles","1060","Astra ","http://gocar.be/fr/autovlan/voiture-occasion/Opel/Astra/details-u7bmu2ve?src=r","Opel","GoCar","GC_u7bmu2ve","2016-10-06T21:02:59.007Z"
9800,"Occasion Audi A3",144000,2010,"Diesel","105 CH / 77 kW","http://gocar.be/imagetext/8/e5/8e57b837c15d9501342ca9d2d8b42514_2_vw.gif","Tontelange","6717","A3 ","http://gocar.be/fr/autovlan/voiture-occasion/Audi/A3/details-jkbmtra2?src=r","Audi","GoCar","GC_jkbmtra2","2016-10-06T21:02:59.028Z"
20999,"Occasion Audi Audi A3 Audi A3 Sportback Attraction 1.6 Tdi Ultra",28600,2014,"Diesel","110 CH / 81 kW","http://gocar.be/imagetext/c/63/c63f9f916247eac2fc409d22df54d6b0_2_vw.gif","Antwerpen","2018","Audi A3 Audi A3 Sportback Attraction 1.6 Tdi Ultra ","http://gocar.be/fr/autovlan/voiture-occasion/Audi/Audi-A3-Audi-A3-Sportback-Attraction-16-Tdi-Ultra/details-p5bmv5d3?src=r","Audi","GoCar","GC_p5bmv5d3","2016-10-06T21:02:59.122Z"
16000,"Hyundai, Santa Fe Dsl",92000,"2011",,,,"Deurne",2100,,"http://www.kapaza.be/fr/hyundai/hyundai-santa-fe-2-2-crdi-4wd-executive-dpf-112461133.htm","Hyundai","Kapaza","KA_112461133","2016-10-06T21:02:59.581Z"
16000,"Hyundai, Santa Fe Dsl",92000,"2011",,,,"Deurne",2100,,"http://www.kapaza.be/fr/hyundai/hyundai-santa-fe-2-2-crdi-4wd-executive-dpf-112461133.htm","Hyundai","Kapaza","KA_112461133","2016-10-06T21:02:59.800Z"
21000,"Bmw, 3 CoupÃ© Dsl (e92)",124000,,,,,"Westerlo",2260,,"http://www.kapaza.be/fr/bmw/bmw-320-coupe-112461015.htm","Bmw","Kapaza","KA_112461015","2016-10-06T21:02:59.817Z"
8450,"Occasion Lancia Ypsilon",12800,2014,"Essence","88 CH / 65 kW","http://gocar.be/imagetext/d/03/d03922e9235ccdc8db84cc620d85cc4e_2_vw.gif","Antwerpen","2018","Ypsilon ","http://gocar.be/fr/autovlan/voiture-occasion/Lancia/Ypsilon/details-t4bmvnjf?src=r","Lancia","GoCar","GC_t4bmvnjf","2016-10-06T21:02:59.842Z"
28500,"Audi, A6 Allroad Quattro Dsl",97500,"2012",,,,"Balen",2490,,"http://www.kapaza.be/fr/audi/audi-a6-avant-2-0-automaat--diesel-112461139.htm","Audi","Kapaza","KA_112461139","2016-10-06T21:02:59.875Z"
13900,"Occasion Hyundai i40 sw",70511,2014,"Diesel","116 CH / 85 kW","http://gocar.be/imagetext/4/2a/42afd3df88bff0cd5cbb176b943cb97d_2_vw.gif","Court-Saint-Etienne","1490","i40 sw ","http://gocar.be/fr/autovlan/voiture-occasion/Hyundai/i40-sw/details-t4bmwbvd?src=r","Hyundai","GoCar","GC_t4bmwbvd","2016-10-06T21:02:59.892Z"
28500,"Audi, A6 Allroad Quattro Dsl",97500,"2012",,,,"Balen",2490,,"http://www.kapaza.be/fr/audi/audi-a6-avant-2-0-automaat--diesel-112461139.htm","Audi","Kapaza","KA_112461139","2016-10-06T21:02:59.907Z"
17150,"Occasion Mercedes-Benz C180",82500,2012,"Diesel","120 CH / 88 kW","http://gocar.be/imagetext/9/a8/9a803f93e22e83bba121d301cda31cb2_2_vw.gif","Assenede","9960","C180 ","http://gocar.be/fr/autovlan/voiture-occasion/Mercedes-Benz/C180/details-rxbmv924?src=r","Mercedes-Benz","GoCar","GC_rxbmv924","2016-10-06T21:02:59.924Z"
16000,"Occasion Volvo V40 Momentum Automatique",120000,2014,"Diesel","114 CH / 84 kW","http://gocar.be/imagetext/1/1d/11d9000a7c2ec4f82d3db902a2acd0bd_2_vw.gif","Overijse","3090","V40 Momentum Automatique ","http://gocar.be/fr/autovlan/voiture-occasion/Volvo/V40-Momentum-Automatique/details-wdbmvnhk?src=r","Volvo","GoCar","GC_wdbmvnhk","2016-10-06T21:02:59.941Z"
10000,"Occasion Renault megane gt line",68000,2014,"Diesel","110 CH / 81 kW","http://gocar.be/imagetext/d/2d/d2dbc996986a5d6e756e05e4668c4f8a_2_vw.gif","bruxelles","1020","megane gt line ","http://gocar.be/fr/autovlan/voiture-occasion/Renault/megane-gt-line/details-kjbmvqvp?src=r","Renault","GoCar","GC_kjbmvqvp","2016-10-06T21:02:59.955Z"
11500,"Occasion VW passat cc",130000,2009,"Diesel","231 CH / 170 kW","http://gocar.be/imagetext/9/4b/94bc7afaf6bdd9811cf29ee7ac9d8303_2_vw.gif","corbion","6838","passat cc ","http://gocar.be/fr/autovlan/voiture-occasion/VW/passat-cc/details-wdbmvqeq?src=r","VW","GoCar","GC_wdbmvqeq","2016-10-06T21:02:59.975Z"
10990,"Mini, Mini Dsl (r56)",61000,,,,,"Aubel",4880,,"http://www.kapaza.be/fr/mini/mini-one-d-112461166.htm","Mini","Kapaza","KA_112461166","2016-10-06T21:02:59.995Z"
15000,"Occasion Renault clio",9000,2016,"Diesel","90 CH / 66 kW","http://gocar.be/imagetext/8/0a/80a9e9cbc1c6512211ba54d34d4f0c7b_2_vw.gif","bruxelles","1090","clio ","http://gocar.be/fr/autovlan/voiture-occasion/Renault/clio/details-t4bmvlfl?src=r","Renault","GoCar","GC_t4bmvlfl","2016-10-06T21:03:00.014Z"
20000,"Occasion Mercedes-Benz C 220D",74500,2010,"Diesel","170 CH / 125 kW","http://gocar.be/imagetext/1/3f/13fe2686815420f3ed19362879bb912f_2_vw.gif","Brasschaat","2930","C 220D ","http://gocar.be/fr/autovlan/voiture-occasion/Mercedes-Benz/C-220D/details-u7bmvjr3?src=r","Mercedes-Benz","GoCar","GC_u7bmvjr3","2016-10-06T21:03:00.054Z"
10990,"Mini, Mini Dsl (r56)",61000,,,,,"Aubel",4880,,"http://www.kapaza.be/fr/mini/mini-one-d-112461166.htm","Mini","Kapaza","KA_112461166","2016-10-06T21:03:00.105Z"
25700,"Ford Focus ST te koop",20000,2015,"Essence",,,"Sint-Niklaas",,,"http://www.2ememain.be/autos/ford/focus/ford-focus-st-te-koop-312245842.html","Ford",,"DM_312245842","2016-10-06T21:03:00.134Z"
5950,"Mini, Mini Dsl (r56)",118000,,,,,"Anderlecht",1070,,"http://www.kapaza.be/fr/mini/mini-one-1-6-d-90ch--3p--2010-118-000km-112461206.htm","Mini","Kapaza","KA_112461206","2016-10-06T21:03:00.150Z"
